linux_git_commit,linux_git_tag,file,function,path_id,error_line,candidate_type,severity,condition,exit_type,target_label,error_source_expr,held_resources,cleanup_calls,missing_cleanup_candidates,final_return_expr,evidence,reason
8cd9520d35a6c38db6567e97dd93b1f11f185dc6,v7.1,fs/ext4/extents-test.c,check_buffer,check_buffer#001,349,error_swallowed,P1,ret == NULL,return,,"memchr_inv(buf, c, size)",[],[],[],0,"{""acquired_resources"": [], ""missing_releases"": [], ""cleanup_calls"": [], ""final_return_expr"": ""0""}",error-like condition is followed by successful return expression.
8cd9520d35a6c38db6567e97dd93b1f11f185dc6,v7.1,fs/ext4/fast_commit.c,__track_dentry_update,__track_dentry_update#002,425,missing_cleanup,P1,!node,return,,"kmem_cache_alloc(ext4_fc_dentry_cachep, GFP_NOFS)","[{""var"": ""&ei->i_fc_lock"", ""acquire_func"": ""spin_lock"", ""resource_type"": ""spinlock"", ""release_functions"": [""spin_unlock""], ""acquire_line"": 420, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """"}]","[""ext4_fc_mark_ineligible(sb, EXT4_FC_REASON_NOMEM, handle)"", ""spin_lock(&ei->i_fc_lock)""]","[""spin_unlock(&ei->i_fc_lock)""]",-ENOMEM,"{""acquired_resources"": [{""var"": ""&ei->i_fc_lock"", ""acquire_func"": ""spin_lock"", ""resource_type"": ""spinlock"", ""release_functions"": [""spin_unlock""], ""acquire_line"": 420, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """"}], ""missing_releases"": [""spin_unlock(&ei->i_fc_lock)""], ""cleanup_calls"": [""ext4_fc_mark_ineligible(sb, EXT4_FC_REASON_NOMEM, handle)"", ""spin_lock(&ei->i_fc_lock)""], ""final_return_expr"": ""-ENOMEM""}",error path exits while resource acquired before error path has no matching release in cleanup.
8cd9520d35a6c38db6567e97dd93b1f11f185dc6,v7.1,fs/ext4/fast_commit.c,ext4_fc_replay_add_range,ext4_fc_replay_add_range#002,1749,error_swallowed,P1,ret,goto,out,"ext4_fc_record_modified_inode(sb, inode->i_ino)",[],"[""ext4_free_ext_path(path)"", ""iput(inode)""]",[],0,"{""acquired_resources"": [], ""missing_releases"": [], ""cleanup_calls"": [""ext4_free_ext_path(path)"", ""iput(inode)""], ""final_return_expr"": ""0""}",error-like condition is followed by successful return expression.
8cd9520d35a6c38db6567e97dd93b1f11f185dc6,v7.1,fs/ext4/fast_commit.c,ext4_fc_replay_add_range,ext4_fc_replay_add_range#003,1768,error_swallowed,P1,ret < 0,goto,out,"ext4_map_blocks(NULL, inode, &map, 0)",[],"[""ext4_free_ext_path(path)"", ""iput(inode)""]",[],0,"{""acquired_resources"": [], ""missing_releases"": [], ""cleanup_calls"": [""ext4_free_ext_path(path)"", ""iput(inode)""], ""final_return_expr"": ""0""}",error-like condition is followed by successful return expression.
8cd9520d35a6c38db6567e97dd93b1f11f185dc6,v7.1,fs/ext4/fast_commit.c,ext4_fc_replay_add_range,ext4_fc_replay_add_range#004,1771,error_swallowed,P1,ret == 0,goto,next,"ext4_map_blocks(NULL, inode, &map, 0)",[],"[""ext4_find_extent(inode, cur, path, 0)"", ""IS_ERR(path)"", ""memset(&newex, 0, sizeof(newex))"", ""cpu_to_le32(cur)"", ""ext4_ext_store_pblock( &newex, start_pblk + cur - start)"", ""cpu_to_le16(map.m_len)"", ""ext4_ext_is_unwritten(ex)"", ""ext4_ext_mark_unwritten(&newex)"", ""down_write(&EXT4_I(inode)->i_data_sem)"", ""ext4_ext_insert_extent(NULL, inode, path, &newex, 0)"", ""up_write((&EXT4_I(inode)->i_data_sem))"", ""IS_ERR(path)"", ""i_size_read(inode)"", ""ext4_free_ext_path(path)"", ""iput(inode)""]",[],0,"{""acquired_resources"": [], ""missing_releases"": [], ""cleanup_calls"": [""ext4_find_extent(inode, cur, path, 0)"", ""IS_ERR(path)"", ""memset(&newex, 0, sizeof(newex))"", ""cpu_to_le32(cur)"", ""ext4_ext_store_pblock( &newex, start_pblk + cur - start)"", ""cpu_to_le16(map.m_len)"", ""ext4_ext_is_unwritten(ex)"", ""ext4_ext_mark_unwritten(&newex)"", ""down_write(&EXT4_I(inode)->i_data_sem)"", ""ext4_ext_insert_extent(NULL, inode, path, &newex, 0)"", ""up_write((&EXT4_I(inode)->i_data_sem))"", ""IS_ERR(path)"", ""i_size_read(inode)"", ""ext4_free_ext_path(path)"", ""iput(inode)""], ""final_return_expr"": ""0""}",error-like condition is followed by successful return expression.
8cd9520d35a6c38db6567e97dd93b1f11f185dc6,v7.1,fs/ext4/fast_commit.c,ext4_fc_replay_add_range,ext4_fc_replay_add_range#008,1801,error_swallowed,P1,ret,goto,out,"ext4_ext_replay_update_ex(inode, cur, map.m_len,",[],"[""ext4_free_ext_path(path)"", ""iput(inode)""]",[],0,"{""acquired_resources"": [], ""missing_releases"": [], ""cleanup_calls"": [""ext4_free_ext_path(path)"", ""iput(inode)""], ""final_return_expr"": ""0""}",error-like condition is followed by successful return expression.
8cd9520d35a6c38db6567e97dd93b1f11f185dc6,v7.1,fs/ext4/fast_commit.c,ext4_fc_replay_add_range,ext4_fc_replay_add_range#009,1822,error_swallowed,P1,ret,goto,out,"ext4_ext_replay_update_ex(inode, cur, map.m_len,",[],"[""ext4_free_ext_path(path)"", ""iput(inode)""]",[],0,"{""acquired_resources"": [], ""missing_releases"": [], ""cleanup_calls"": [""ext4_free_ext_path(path)"", ""iput(inode)""], ""final_return_expr"": ""0""}",error-like condition is followed by successful return expression.
8cd9520d35a6c38db6567e97dd93b1f11f185dc6,v7.1,fs/ext4/fast_commit.c,ext4_fc_replay_del_range,ext4_fc_replay_del_range#002,1865,error_swallowed,P1,ret,goto,out,"ext4_fc_record_modified_inode(sb, inode->i_ino)",[],"[""iput(inode)""]",[],0,"{""acquired_resources"": [], ""missing_releases"": [], ""cleanup_calls"": [""iput(inode)""], ""final_return_expr"": ""0""}",error-like condition is followed by successful return expression.
8cd9520d35a6c38db6567e97dd93b1f11f185dc6,v7.1,fs/ext4/fast_commit.c,ext4_fc_replay_del_range,ext4_fc_replay_del_range#003,1876,error_swallowed,P1,ret < 0,goto,out,"ext4_map_blocks(NULL, inode, &map, 0)",[],"[""iput(inode)""]",[],0,"{""acquired_resources"": [], ""missing_releases"": [], ""cleanup_calls"": [""iput(inode)""], ""final_return_expr"": ""0""}",error-like condition is followed by successful return expression.
8cd9520d35a6c38db6567e97dd93b1f11f185dc6,v7.1,fs/ext4/fast_commit.c,ext4_fc_replay_del_range,ext4_fc_replay_del_range#004,1893,error_swallowed,P1,ret,goto,out,le32_to_cpu(lrange.fc_lblk),[],"[""iput(inode)""]",[],0,"{""acquired_resources"": [], ""missing_releases"": [], ""cleanup_calls"": [""iput(inode)""], ""final_return_expr"": ""0""}",error-like condition is followed by successful return expression.
