candidate_id,file,function,error_line,candidate_type,severity,evidence_level,evidence_score,matched_protocol_ids,required_actions,has_exception_hints,exception_hints,released_by_wrapper_possible,ownership_transfer_possible,manual_verdict,manual_confidence,manual_review_source,manual_confirmed_exception,manual_exception_type,manual_score_adjustment,manual_reason,manual_next_action,manual_validation_hint,score_explanation,missing_evidence,final_return_expr
candidate_27b1f669fd70,fs/btrfs/raid-stripe-tree.c,btrfs_insert_one_raid_extent,336,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,60,"[""memory.slab.alloc.free"", ""memory.kv.alloc.free""]","[""kfree"", ""kvfree""]",false,[],false,false,,,,,,0,,,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",-ENOMEM
candidate_c06425c701e6,fs/btrfs/reflink.c,btrfs_clone,407,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,60,"[""memory.kv.alloc.free""]","[""kvfree""]",false,[],false,false,,,,,,0,,,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ret
candidate_821bd8cbccd5,fs/btrfs/reflink.c,btrfs_clone,430,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,60,"[""memory.kv.alloc.free""]","[""kvfree""]",false,[],false,false,,,,,,0,,,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ret
candidate_775d82b7a91b,fs/btrfs/reflink.c,btrfs_clone,448,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,60,"[""memory.kv.alloc.free""]","[""kvfree""]",false,[],false,false,,,,,,0,,,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ret
candidate_1f84b609eb24,fs/btrfs/reflink.c,btrfs_clone,491,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,60,"[""memory.kv.alloc.free""]","[""kvfree""]",false,[],false,false,,,,,,0,,,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ret
candidate_8dacc68aad3c,fs/btrfs/send.c,send_subvol_begin,2479,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,60,"[""memory.slab.alloc.free"", ""memory.kv.alloc.free""]","[""kfree"", ""kvfree""]",false,[],false,false,,,,,,0,,,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ret
candidate_928539394eb6,fs/btrfs/send.c,send_subvol_begin,2481,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,60,"[""memory.slab.alloc.free"", ""memory.kv.alloc.free""]","[""kfree"", ""kvfree""]",false,[],false,false,,,,,,0,,,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",-ENOENT
candidate_8b0d0431fa4c,fs/btrfs/send.c,send_subvol_begin,2486,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,60,"[""memory.slab.alloc.free"", ""memory.kv.alloc.free""]","[""kfree"", ""kvfree""]",false,[],false,false,,,,,,0,,,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",-ENOENT
candidate_25ea657ca020,fs/btrfs/tree-log.c,copy_items,4849,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,60,"[""memory.slab.alloc.free"", ""memory.kv.alloc.free""]","[""kfree"", ""kvfree""]",false,[],false,false,,,,,,0,,,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",0
candidate_aa4042d2c732,fs/btrfs/tree-log.c,copy_items,4880,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,60,"[""memory.slab.alloc.free"", ""memory.kv.alloc.free""]","[""kfree"", ""kvfree""]",false,[],false,false,,,,,,0,,,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",0
candidate_d80cd35f2f59,fs/btrfs/tree-log.c,copy_items,4893,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,60,"[""memory.slab.alloc.free"", ""memory.kv.alloc.free""]","[""kfree"", ""kvfree""]",false,[],false,false,,,,,,0,,,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",0
candidate_a30aeef83e3d,fs/btrfs/tree-log.c,copy_items,4907,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,60,"[""memory.slab.alloc.free"", ""memory.kv.alloc.free""]","[""kfree"", ""kvfree""]",false,[],false,false,,,,,,0,,,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",-EUCLEAN
candidate_9d80b3b64458,fs/btrfs/tree-log.c,copy_items,4918,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,60,"[""memory.slab.alloc.free"", ""memory.kv.alloc.free""]","[""kfree"", ""kvfree""]",false,[],false,false,,,,,,0,,,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ret
candidate_71da2c737e96,fs/btrfs/tree-log.c,copy_items,4928,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,60,"[""memory.slab.alloc.free"", ""memory.kv.alloc.free""]","[""kfree"", ""kvfree""]",false,[],false,false,,,,,,0,,,,"[""E0 static rule base +10"", ""E2 API protocol support without exception hints +30"", ""P2 severity +10"", ""buffer_head or memory protocol violation without exception hints +10""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ret
